from_object,from_layer,to_object,to_layer,package,via
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_SalesTerritories,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_ShipmentLines,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_ShipmentLines,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_ShipmentLines,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Shipments,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Shipments,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Shipments,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_StockItems,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_StockItems,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_StockItems,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_StockMovements,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_StockMovements,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_StockMovements,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_StockTransfers,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_StockTransfers,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_StockTransfers,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_SupplierTransactions,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_SupplierTransactions,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_SupplierTransactions,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_TransactionTypes,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_TransactionTypes,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_TransactionTypes,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_WebSessions,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_WebSessions,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_WebSessions,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_APAC_Load_Sale,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_APAC_Load_Sale,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_APAC_Load_Sale,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Apply_Corrections,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Apply_Corrections,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Apply_Corrections,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Dedup_Sale,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Dedup_Sale,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Dedup_Sale,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_EU_Load_Sale,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_EU_Load_Sale,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_EU_Load_Sale,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_CreditNote,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_CreditNote,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_CreditNote,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_CustomerTransaction,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_CustomerTransaction,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_CustomerTransaction,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_DailyInventorySnapshot,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_DailyInventorySnapshot,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_DailyInventorySnapshot,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_DailySalesSnapshot,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_DailySalesSnapshot,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_DailySalesSnapshot,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_GLPosting,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_GLPosting,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_GLPosting,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_LoyaltyPoints,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_LoyaltyPoints,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_LoyaltyPoints,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Movement,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Movement,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Movement,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Order,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Order,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Order,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_OrderFulfilment,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_OrderFulfilment,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_OrderFulfilment,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Payment,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Payment,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Payment,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Purchase,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Purchase,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Purchase,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_PurchaseReceipt,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_PurchaseReceipt,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_PurchaseReceipt,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Return,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Return,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Return,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Shipment,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Shipment,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Shipment,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_StockHolding,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_StockHolding,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_StockHolding,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_SupplierPayment,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_SupplierPayment,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_SupplierPayment,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_SupplierTransaction,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_SupplierTransaction,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_SupplierTransaction,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Transaction,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Transaction,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_Transaction,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_WebSession,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_WebSession,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_Load_WebSession,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_NA_Load_Sale,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_NA_Load_Sale,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FACT_NA_Load_Sale,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Close_PeriodLock,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Close_PeriodLock,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Close_PeriodLock,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Currency_Revaluation,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Currency_Revaluation,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Currency_Revaluation,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Load_ApAging,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Load_ApAging,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Load_ApAging,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Load_CostAllocation,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Load_CostAllocation,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Load_CostAllocation,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Load_GlPostings,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Load_GlPostings,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Load_GlPostings,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Load_WithholdingTax,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Load_WithholdingTax,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Load_WithholdingTax,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Reconcile_SubledgerToGl,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Reconcile_SubledgerToGl,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,FIN_Reconcile_SubledgerToGl,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_CarrierScan,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_CarrierScan,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_CarrierScan,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_FxOverride,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_FxOverride,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_FxOverride,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_PartnerSales_APAC,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_PartnerSales_APAC,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_PartnerSales_APAC,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_PartnerSales_EU,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_PartnerSales_EU,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_PartnerSales_EU,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_PartnerSales_NA,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_PartnerSales_NA,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_PartnerSales_NA,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_QuarantineMalformed,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_QuarantineMalformed,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_QuarantineMalformed,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_SupplierCatalog,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_SupplierCatalog,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ING_FILE_SupplierCatalog,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Load_CycleCountVariance,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Load_CycleCountVariance,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Load_CycleCountVariance,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Load_DailySnapshot,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Load_DailySnapshot,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Load_DailySnapshot,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Load_Replenishment,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Load_Replenishment,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Load_Replenishment,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Load_StockTransfer,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Load_StockTransfer,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Load_StockTransfer,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Reconcile_OnHand,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Reconcile_OnHand,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,INV_Reconcile_OnHand,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Archive_ProcessedFiles,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Archive_ProcessedFiles,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Archive_ProcessedFiles,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Check_DiskSpace,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Check_DiskSpace,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Check_DiskSpace,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Purge_ControlHistory,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Purge_ControlHistory,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Purge_ControlHistory,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Purge_StagingHistory,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Purge_StagingHistory,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Purge_StagingHistory,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Rebuild_Indexes,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Rebuild_Indexes,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Rebuild_Indexes,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Update_Statistics,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Update_Statistics,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Update_Statistics,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Validate_Configuration,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Validate_Configuration,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,MNT_Validate_Configuration,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,PRC_Export_SupplierStatement,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,PRC_Export_SupplierStatement,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,PRC_Export_SupplierStatement,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,PRC_Load_ContractCompliance,proc:ETL.USP_LOGPACKAGEEND
